index,Store_ID,month,Dept,Weekly_Sales,CPI,Unemployment
2603,2,9,38,79192.04,211.18,8.10
2604,2,9,97,42131.32,211.18,8.10
2605,2,9,2,64649.52,211.18,8.10
2606,2,9,1,26266.39,211.18,8.10
2607,2,9,13,50605.99,211.18,8.10
2608,2,9,49,18255.81,211.18,8.10
2609,2,9,98,13480.96,211.18,8.10
2610,1,9,5,15862.61,211.52,7.79
2611,1,9,9,28481.77,211.52,7.79
2612,1,9,98,10745.44,211.52,7.79
2613,2,9,72,52366.93,211.18,8.10
2614,2,9,81,30509.71,211.18,8.10
2615,2,9,25,12650.03,211.18,8.10
2616,1,9,46,16773.50,211.52,7.79
2617,1,9,49,13938.16,211.52,7.79
2618,2,9,95,150160.70,211.18,8.10
2619,1,9,38,76162.38,211.52,7.79
2620,1,9,93,68491.35,211.52,7.79
2621,2,9,3,14566.42,211.18,8.10
2622,2,9,74,15294.56,211.18,8.10
2623,2,9,22,11555.48,211.18,8.10
2624,2,9,96,32682.44,211.18,8.10
2625,2,9,10,38871.31,211.18,8.10
2626,2,9,58,26963.00,211.18,8.10
2627,2,9,92,140346.70,211.26,8.10
2628,2,9,49,15666.17,211.26,8.10
2629,2,9,72,62637.81,211.26,8.10
2630,2,9,81,29350.11,211.26,8.10
2631,2,9,74,14226.07,211.26,8.10
2632,2,9,96,33980.35,211.26,8.10
2633,2,9,58,17382.00,211.26,8.10
2634,2,9,7,26189.63,211.26,8.10
2635,2,9,93,58401.63,211.26,8.10
2636,2,9,10,35952.05,211.26,8.10
2637,2,9,98,13148.61,211.26,8.10
2638,1,9,2,42477.49,211.60,7.79
2639,1,9,14,11847.72,211.60,7.79
2640,2,9,17,12856.20,211.26,8.10
2641,2,9,95,141185.27,211.26,8.10
2642,2,9,34,14356.45,211.26,8.10
2643,2,9,3,12302.36,211.26,8.10
2644,2,9,14,16957.73,211.26,8.10
2645,1,9,4,32497.43,211.60,7.79
2646,1,9,90,69826.60,211.60,7.79
2647,2,9,13,47396.93,211.26,8.10
2648,2,9,9,30205.99,211.26,8.10
2649,2,9,4,43343.92,211.26,8.10
2650,2,9,11,16869.33,211.26,8.10
2651,1,9,82,17168.59,211.60,7.79
2652,1,9,11,16215.81,211.60,7.79
2653,1,9,97,31177.11,211.60,7.79
2654,1,9,79,27292.08,211.60,7.79
2655,1,9,16,14857.74,211.60,7.79
2656,1,9,93,57661.06,211.60,7.79
2657,1,9,23,15671.19,211.60,7.79
2658,2,9,23,20399.84,211.26,8.10
2659,2,9,46,23928.10,211.26,8.10
2660,2,9,91,75974.79,211.26,8.10
2661,2,9,79,27800.49,211.26,8.10
2662,2,9,87,25775.83,211.26,8.10
2663,1,9,49,13060.87,211.60,7.79
2664,2,9,8,54894.49,211.26,8.10
2665,2,9,5,23831.77,211.26,8.10
2666,2,9,22,13615.73,211.26,8.10
2667,2,9,40,77898.82,211.26,8.10
2668,1,9,38,87720.98,211.60,7.79
2669,1,9,10,29097.10,211.60,7.79
2670,1,9,94,54232.52,211.60,7.79
2671,2,9,90,88249.37,211.26,8.10
2672,2,9,16,17588.99,211.26,8.10
2673,1,9,40,55407.67,211.60,7.79
2674,1,9,74,10450.29,211.60,7.79
2675,1,9,9,27585.27,211.60,7.79
2676,1,9,5,17039.38,211.60,7.79
2677,1,9,95,114702.69,211.60,7.79
2678,1,9,80,15325.49,211.60,7.79
2679,1,9,81,26864.57,211.60,7.79
2680,1,9,7,18227.39,211.60,7.79
2681,1,9,87,36673.43,211.60,7.79
2682,1,9,46,15994.65,211.60,7.79
2683,1,9,1,18122.52,211.60,7.79
2684,1,9,91,57245.19,211.60,7.79
2685,1,9,92,110184.21,211.60,7.79
2686,1,9,8,31381.97,211.60,7.79
2687,1,9,13,37293.43,211.60,7.79
2688,1,9,72,39528.86,211.60,7.79
2689,2,9,2,65789.27,211.26,8.10
2690,2,9,1,26127.76,211.26,8.10
2691,2,9,80,25875.55,211.26,8.10
2692,2,9,94,62190.78,211.26,8.10
2693,2,9,82,20654.18,211.26,8.10
2694,2,9,25,12821.48,211.26,8.10
2695,2,9,97,39287.12,211.26,8.10
2696,2,9,38,89120.97,211.26,8.10
2697,1,10,98,10344.16,211.67,7.84
2698,1,10,97,32954.82,211.67,7.84
2699,1,10,72,39017.88,211.67,7.84
2700,1,10,5,23381.38,211.67,7.84
2701,1,10,80,15460.88,211.67,7.84
2702,2,10,87,35362.84,211.33,8.16
2703,1,10,82,20110.05,211.67,7.84
2704,1,10,87,46866.41,211.67,7.84
2705,1,10,16,16248.15,211.67,7.84
2706,1,10,74,10672.47,211.67,7.84
2707,1,10,9,44977.91,211.67,7.84
2708,1,10,4,34912.45,211.67,7.84
2709,1,10,96,27930.71,211.67,7.84
2710,2,10,40,81829.64,211.33,8.16
2711,2,10,81,30572.39,211.33,8.16
2712,2,10,16,13570.97,211.33,8.16
2713,2,10,22,14696.41,211.33,8.16
2714,2,10,98,13144.28,211.33,8.16
2715,2,10,5,29935.83,211.33,8.16
2716,2,10,38,94561.74,211.33,8.16
2717,2,10,80,25737.80,211.33,8.16
2718,2,10,97,40245.49,211.33,8.16
2719,2,10,93,60469.40,211.33,8.16
2720,2,10,49,17873.10,211.33,8.16
2721,2,10,4,44705.44,211.33,8.16
2722,2,10,14,18869.84,211.33,8.16
2723,2,10,92,152095.59,211.33,8.16
2724,2,10,23,24515.96,211.33,8.16
2725,2,10,74,16120.19,211.33,8.16
2726,2,10,10,37086.82,211.33,8.16
2727,2,10,79,31881.20,211.33,8.16
2728,2,10,21,10544.26,211.33,8.16
2729,2,10,7,27350.84,211.33,8.16
2730,2,10,91,76509.73,211.33,8.16
2731,2,10,46,26497.01,211.33,8.16
2732,2,10,9,36075.43,211.33,8.16
2733,2,10,95,137781.63,211.33,8.16
2734,2,10,55,10113.94,211.33,8.16
2735,2,10,8,58821.79,211.33,8.16
2736,2,10,96,33770.47,211.33,8.16
2737,2,10,11,19715.97,211.33,8.16
2738,2,10,34,17236.82,211.33,8.16
2739,1,10,93,58034.24,211.67,7.84
2740,1,10,1,20094.19,211.67,7.84
2741,1,10,40,58625.28,211.67,7.84
2742,1,10,8,34658.25,211.67,7.84
2743,1,10,90,73315.81,211.67,7.84
2744,1,10,2,45829.02,211.67,7.84
2745,2,10,25,13783.66,211.33,8.16
2746,1,10,23,18377.92,211.67,7.84
2747,1,10,10,29764.24,211.67,7.84
2748,1,10,55,10911.03,211.67,7.84
2749,1,10,38,112126.81,211.67,7.84
2750,1,10,13,40474.22,211.67,7.84
2751,2,10,72,55586.84,211.33,8.16
2752,2,10,17,13697.80,211.33,8.16
2753,2,10,1,27023.35,211.33,8.16
2754,2,10,2,66423.44,211.33,8.16
2755,2,10,3,12390.87,211.33,8.16
2756,2,10,13,51662.65,211.33,8.16
2757,1,10,92,118966.90,211.67,7.84
2758,1,10,79,31074.81,211.67,7.84
2759,1,10,14,12943.86,211.67,7.84
2760,1,10,81,28460.62,211.67,7.84
2761,1,10,7,16481.79,211.67,7.84
2762,2,10,58,24176.00,211.33,8.16
2763,2,10,90,90958.11,211.33,8.16
2764,2,10,82,20599.14,211.33,8.16
2765,2,10,26,12894.67,211.33,8.16
2766,2,10,94,60873.36,211.33,8.16
2767,1,10,95,113009.41,211.67,7.84
2768,1,10,94,56157.83,211.67,7.84
2769,1,10,91,57022.45,211.67,7.84
2770,1,10,46,17058.26,211.67,7.84
2771,1,10,11,16227.08,211.67,7.84
2772,1,10,98,11414.81,211.75,7.84
2773,2,10,97,43424.28,211.40,8.16
2774,2,10,1,31524.86,211.40,8.16
2775,2,10,23,28017.14,211.40,8.16
2776,2,10,26,12999.08,211.40,8.16
2777,1,10,82,22254.42,211.75,7.84
2778,1,10,40,59429.87,211.75,7.84
2779,2,10,94,63512.56,211.40,8.16
2780,2,10,74,14090.02,211.40,8.16
2781,2,10,40,81721.13,211.40,8.16
2782,2,10,25,14718.65,211.40,8.16
2783,2,10,93,67136.02,211.40,8.16
2784,1,10,72,30051.47,211.75,7.84
2785,1,10,94,60790.29,211.75,7.84
2786,1,10,8,35966.67,211.75,7.84
2787,1,10,80,16474.09,211.75,7.84
2788,2,10,34,17116.00,211.40,8.16
2789,2,10,14,18464.96,211.40,8.16
2790,2,10,8,59685.25,211.40,8.16
2791,1,10,97,37839.71,211.75,7.84
2792,1,10,7,16350.96,211.75,7.84
2793,1,10,5,19853.57,211.75,7.84
2794,1,10,96,25795.25,211.75,7.84
2795,2,10,91,80803.84,211.40,8.16
2796,2,10,10,37285.32,211.40,8.16
2797,2,10,49,13049.14,211.40,8.16
2798,2,10,46,25668.65,211.40,8.16
2799,2,10,13,49015.78,211.40,8.16
2800,2,10,82,21036.25,211.40,8.16
2801,2,10,80,25097.45,211.40,8.16
2802,1,10,95,120764.22,211.75,7.84
2803,1,10,2,46387.54,211.75,7.84
2804,1,10,90,78810.39,211.75,7.84
2805,1,10,3,10081.80,211.75,7.84
2806,1,10,87,42895.54,211.75,7.84
2807,1,10,17,10195.94,211.75,7.84
2808,1,10,92,138866.00,211.75,7.84
2809,1,10,23,22280.97,211.75,7.84
2810,1,10,38,73963.61,211.75,7.84
2811,2,10,79,36906.42,211.40,8.16
2812,2,10,16,13689.36,211.40,8.16
2813,1,10,91,68156.49,211.75,7.84
2814,1,10,34,10845.93,211.75,7.84
2815,1,10,49,10103.94,211.75,7.84
2816,1,10,10,30734.05,211.75,7.84
2817,1,10,12,11883.66,211.75,7.84
2818,1,10,79,37770.25,211.75,7.84
2819,2,10,22,14939.10,211.40,8.16
2820,2,10,55,10022.26,211.40,8.16
2821,2,10,92,160680.64,211.40,8.16
2822,2,10,81,31469.32,211.40,8.16
2823,2,10,72,57109.67,211.40,8.16
2824,2,10,42,10643.84,211.40,8.16
2825,2,10,98,13082.49,211.40,8.16
2826,2,10,11,19673.95,211.40,8.16
2827,2,10,96,33335.45,211.40,8.16
2828,2,10,2,64252.04,211.40,8.16
2829,2,10,90,90304.50,211.40,8.16
2830,1,10,11,19605.53,211.75,7.84
2831,1,10,16,11501.93,211.75,7.84
2832,1,10,81,29979.34,211.75,7.84
2833,2,10,7,28039.79,211.40,8.16
2834,2,10,18,10066.17,211.40,8.16
2835,2,10,58,23687.00,211.40,8.16
2836,2,10,67,10930.20,211.40,8.16
2837,2,10,17,13840.58,211.40,8.16
2838,2,10,38,89101.92,211.40,8.16
2839,2,10,9,35123.12,211.40,8.16
2840,2,10,4,45818.11,211.40,8.16
2841,2,10,87,24865.20,211.40,8.16
2842,2,10,95,141966.55,211.40,8.16
2843,2,10,5,27101.46,211.40,8.16
2844,2,10,3,14480.96,211.40,8.16
2845,1,10,4,35772.82,211.75,7.84
2846,1,10,93,73532.13,211.75,7.84
2847,1,10,9,35836.59,211.75,7.84
2848,1,10,46,18378.25,211.75,7.84
2849,1,10,25,10343.22,211.75,7.84
2850,1,10,1,23388.03,211.75,7.84
2851,1,10,10,30847.40,211.81,7.84
2852,2,10,5,25431.82,211.47,8.16
2853,2,10,46,24876.72,211.47,8.16
2854,2,10,91,83037.67,211.47,8.16
2855,2,10,49,14940.94,211.47,8.16
2856,2,10,3,11490.78,211.47,8.16
2857,1,10,4,34693.27,211.81,7.84
2858,1,10,49,11173.48,211.81,7.84
2859,2,10,92,162005.98,211.47,8.16
2860,2,10,7,26440.36,211.47,8.16
2861,1,10,5,20443.05,211.81,7.84
2862,1,10,13,38749.62,211.81,7.84
2863,1,10,97,38436.02,211.81,7.84
2864,2,10,82,20406.28,211.47,8.16
2865,2,10,26,11695.89,211.47,8.16
2866,2,10,58,20451.00,211.47,8.16
2867,1,10,38,73027.20,211.81,7.84
2868,2,10,1,34924.59,211.47,8.16
2869,2,10,25,12614.90,211.47,8.16
2870,1,10,55,10663.59,211.81,7.84
2871,2,10,98,15489.34,211.47,8.16
2872,1,10,2,43110.79,211.81,7.84
2873,1,10,8,33747.68,211.81,7.84
2874,1,10,9,32288.91,211.81,7.84
2875,1,10,87,35440.08,211.81,7.84
2876,1,10,90,78665.06,211.81,7.84
2877,2,10,67,11503.32,211.47,8.16
2878,2,10,14,18012.26,211.47,8.16
2879,1,10,95,123510.99,211.81,7.84
2880,2,10,32,10400.52,211.47,8.16
2881,2,10,97,43599.47,211.47,8.16
2882,2,10,94,62406.24,211.47,8.16
2883,1,10,91,67012.06,211.81,7.84
2884,1,10,14,13215.64,211.81,7.84
2885,1,10,11,17361.19,211.81,7.84
2886,1,10,82,21079.88,211.81,7.84
2887,1,10,92,133453.67,211.81,7.84
2888,1,10,1,26978.34,211.81,7.84
2889,2,10,90,89694.28,211.47,8.16
2890,2,10,38,91778.08,211.47,8.16
2891,1,10,93,72397.15,211.81,7.84
2892,2,10,87,23752.15,211.47,8.16
2893,2,10,13,46042.26,211.47,8.16
2894,2,10,18,11932.85,211.47,8.16
2895,2,10,23,21958.53,211.47,8.16
2896,2,10,11,16705.72,211.47,8.16
2897,2,10,74,15280.76,211.47,8.16
2898,1,10,81,30490.19,211.81,7.84
2899,2,10,16,11764.12,211.47,8.16
2900,2,10,2,63597.23,211.47,8.16
2901,1,10,16,11526.60,211.81,7.84
2902,1,10,80,17350.62,211.81,7.84
2903,1,10,7,16296.65,211.81,7.84
2904,1,10,12,11031.93,211.81,7.84
2905,1,10,46,16713.94,211.81,7.84
2906,1,10,72,32775.14,211.81,7.84
2907,1,10,79,29799.61,211.81,7.84
2908,1,10,94,59131.49,211.81,7.84
2909,2,10,17,11289.27,211.47,8.16
2910,1,10,23,17717.02,211.81,7.84
2911,1,10,40,55682.39,211.81,7.84
2912,1,10,98,11695.24,211.81,7.84
2913,2,10,72,46347.08,211.47,8.16
2914,2,10,81,30264.11,211.47,8.16
2915,2,10,80,25440.59,211.47,8.16
2916,2,10,95,141840.28,211.47,8.16
2917,2,10,93,70685.15,211.47,8.16
2918,2,10,96,34775.97,211.47,8.16
2919,2,10,55,11004.44,211.47,8.16
2920,2,10,8,56514.90,211.47,8.16
2921,2,10,22,12173.67,211.47,8.16
2922,2,10,79,31993.13,211.47,8.16
2923,1,10,96,31226.99,211.81,7.84
2924,2,10,4,44807.30,211.47,8.16
2925,2,10,34,15650.00,211.47,8.16
2926,2,10,40,79973.90,211.47,8.16
2927,2,10,9,30484.25,211.47,8.16
2928,2,10,10,36231.02,211.47,8.16
2929,2,10,1,40755.17,211.52,8.16
2930,2,10,92,148333.22,211.52,8.16
2931,2,10,90,86249.19,211.52,8.16
2932,2,10,5,24888.57,211.52,8.16
2933,2,10,32,10267.45,211.52,8.16
2934,2,10,7,26656.18,211.52,8.16
2935,1,10,92,115463.10,211.86,7.84
2936,1,10,1,25543.04,211.86,7.84
2937,1,10,81,27483.45,211.86,7.84
2938,2,10,67,10830.85,211.52,8.16
2939,2,10,82,19911.55,211.52,8.16
2940,2,10,72,53737.54,211.52,8.16
2941,2,10,18,16786.47,211.52,8.16
2942,2,10,10,36689.71,211.52,8.16
2943,2,10,91,75961.43,211.52,8.16
2944,1,10,4,32902.26,211.86,7.84
2945,1,10,38,71814.32,211.86,7.84
2946,1,10,46,16832.19,211.86,7.84
2947,1,10,95,110052.15,211.86,7.84
2948,1,10,55,10390.81,211.86,7.84
2949,1,10,90,69060.72,211.86,7.84
2950,1,10,93,58959.85,211.86,7.84
2951,2,10,25,14434.14,211.52,8.16
2952,2,10,98,14368.37,211.52,8.16
2953,2,10,49,11369.97,211.52,8.16
2954,2,10,42,10409.75,211.52,8.16
2955,2,10,80,25164.64,211.52,8.16
2956,2,10,9,31882.23,211.52,8.16
2957,2,10,93,61429.36,211.52,8.16
2958,2,10,17,11985.71,211.52,8.16
2959,1,10,96,31057.77,211.86,7.84
2960,1,10,14,11895.44,211.86,7.84
2961,2,10,23,25902.10,211.52,8.16
2962,1,10,13,34712.40,211.86,7.84
2963,2,10,87,21954.18,211.52,8.16
2964,1,10,40,54444.19,211.86,7.84
2965,1,10,79,28439.70,211.86,7.84
2966,1,10,2,42371.48,211.86,7.84
2967,1,10,8,32659.74,211.86,7.84
2968,1,10,23,17609.38,211.86,7.84
2969,1,10,87,37976.64,211.86,7.84
2970,1,10,97,32393.82,211.86,7.84
2971,1,10,5,19525.85,211.86,7.84
2972,2,10,40,79263.34,211.52,8.16
2973,2,10,13,45900.44,211.52,8.16
2974,1,10,91,55953.41,211.86,7.84
2975,2,10,74,15103.82,211.52,8.16
2976,2,10,79,27618.80,211.52,8.16
2977,1,10,82,20808.34,211.86,7.84
2978,1,10,9,30302.47,211.86,7.84
2979,1,10,72,34301.02,211.86,7.84
2980,1,10,7,15395.27,211.86,7.84
2981,1,10,94,53704.97,211.86,7.84
2982,2,10,96,34362.04,211.52,8.16
2983,2,10,58,18293.00,211.52,8.16
2984,1,10,49,10345.97,211.86,7.84
2985,2,10,3,11462.89,211.52,8.16
2986,2,10,94,61150.92,211.52,8.16
2987,1,10,10,26805.78,211.86,7.84
2988,2,10,8,56132.00,211.52,8.16
2989,2,10,11,16661.09,211.52,8.16
2990,2,10,81,29138.39,211.52,8.16
2991,1,10,80,14968.65,211.86,7.84
2992,1,10,11,16165.56,211.86,7.84
2993,1,10,12,11604.42,211.86,7.84
2994,1,10,98,11710.03,211.86,7.84
2995,2,10,97,39333.48,211.52,8.16
2996,2,10,14,16546.89,211.52,8.16
2997,2,10,38,83380.69,211.52,8.16
2998,2,10,4,42886.13,211.52,8.16
2999,2,10,2,62810.47,211.52,8.16
3000,2,10,95,137475.83,211.52,8.16
3001,2,10,46,25909.01,211.52,8.16
3002,2,10,34,14292.60,211.52,8.16
3003,2,10,94,58827.52,211.57,8.16
3004,1,10,95,105793.40,211.91,7.84
3005,2,10,18,37559.42,211.57,8.16
3006,2,10,92,149232.13,211.57,8.16
3007,2,10,11,17837.79,211.57,8.16
3008,2,10,1,56903.47,211.57,8.16
3009,2,10,49,11371.58,211.57,8.16
3010,2,10,79,28266.58,211.57,8.16
3011,1,10,25,10949.11,211.91,7.84
3012,2,10,2,63125.76,211.57,8.16
3013,2,10,3,11236.10,211.57,8.16
3014,2,10,93,57164.69,211.57,8.16
3015,2,10,22,10484.95,211.57,8.16
3016,2,10,8,57667.62,211.57,8.16
3017,2,10,90,86463.70,211.57,8.16
3018,2,10,46,25812.64,211.57,8.16
3019,1,10,94,54463.34,211.91,7.84
3020,2,10,91,74405.88,211.57,8.16
3021,1,10,55,13129.49,211.91,7.84
3022,1,10,91,54154.79,211.91,7.84
3023,1,10,11,18038.28,211.91,7.84
3024,1,10,8,34917.77,211.91,7.84
3025,1,10,9,31330.47,211.91,7.84
3026,1,10,23,19134.38,211.91,7.84
3027,1,10,72,34596.86,211.91,7.84
3028,2,10,96,33476.11,211.57,8.16
3029,2,10,55,12757.35,211.57,8.16
3030,2,10,25,15303.68,211.57,8.16
3031,1,10,90,70851.19,211.91,7.84
3032,1,10,14,11955.77,211.91,7.84
3033,1,10,13,37762.12,211.91,7.84
3034,1,10,87,40137.15,211.91,7.84
3035,2,10,13,45828.94,211.57,8.16
3036,2,10,58,19907.00,211.57,8.16
3037,2,10,26,11454.81,211.57,8.16
3038,1,10,82,20957.34,211.91,7.84
3039,1,10,92,116370.47,211.91,7.84
3040,1,10,1,38640.93,211.91,7.84
3041,1,10,93,56830.05,211.91,7.84
3042,1,10,2,44081.33,211.91,7.84
3043,2,10,5,25038.28,211.57,8.16
3044,2,10,97,38987.89,211.57,8.16
3045,2,10,10,33774.52,211.57,8.16
3046,2,10,95,134451.41,211.57,8.16
3047,1,10,46,16666.41,211.91,7.84
3048,2,10,14,17557.00,211.57,8.16
3049,2,10,74,15102.95,211.57,8.16
3050,2,10,81,28863.73,211.57,8.16
3051,2,10,80,25939.50,211.57,8.16
3052,2,10,98,15701.65,211.57,8.16
3053,1,10,79,25548.97,211.91,7.84
3054,1,10,98,12769.66,211.91,7.84
3055,2,10,17,11703.28,211.57,8.16
3056,1,10,81,27408.24,211.91,7.84
3057,1,10,4,35202.44,211.91,7.84
3058,2,10,41,10499.00,211.57,8.16
3059,2,10,40,77303.33,211.57,8.16
3060,1,10,96,27262.22,211.91,7.84
3061,2,10,72,61892.22,211.57,8.16
3062,1,10,5,16377.46,211.91,7.84
3063,1,10,80,15570.63,211.91,7.84
3064,1,10,97,32281.74,211.91,7.84
3065,2,10,7,27622.15,211.57,8.16
3066,2,10,87,22511.25,211.57,8.16
3067,2,10,34,15907.00,211.57,8.16
3068,2,10,4,44921.82,211.57,8.16
3069,2,10,82,20455.06,211.57,8.16
3070,2,10,9,29275.72,211.57,8.16
3071,2,10,67,10917.15,211.57,8.16
3072,2,10,38,83892.34,211.57,8.16
3073,2,10,23,26298.00,211.57,8.16
3074,1,10,7,17598.98,211.91,7.84
3075,1,10,18,22455.80,211.91,7.84
3076,1,10,38,70733.35,211.91,7.84
3077,1,10,40,55868.01,211.91,7.84
3078,1,10,10,25464.10,211.91,7.84
3079,2,10,21,11195.53,211.57,8.16
3080,1,11,90,77903.38,211.96,7.84
3081,1,11,7,19136.58,211.96,7.84
3082,2,11,49,18135.96,211.61,8.16
3083,2,11,14,19859.89,211.61,8.16
3084,2,11,2,64267.74,211.61,8.16
3085,2,11,95,139588.63,211.61,8.16
3086,2,11,81,31223.48,211.61,8.16
3087,2,11,98,14128.99,211.61,8.16
3088,2,11,82,23570.19,211.61,8.16
3089,2,11,87,26125.62,211.61,8.16
3090,2,11,24,10758.45,211.61,8.16
3091,2,11,25,17019.23,211.61,8.16
3092,2,11,13,50724.17,211.61,8.16
3093,2,11,22,13902.53,211.61,8.16
3094,2,11,10,38289.50,211.61,8.16
3095,2,11,8,63248.62,211.61,8.16
3096,2,11,4,47784.77,211.61,8.16
3097,2,11,67,10491.69,211.61,8.16
3098,2,11,34,18675.25,211.61,8.16
3099,2,11,3,12098.73,211.61,8.16
3100,1,11,87,53902.35,211.96,7.84
3101,1,11,9,48794.36,211.96,7.84
3102,1,11,10,31543.83,211.96,7.84
3103,1,11,81,28962.33,211.96,7.84
3104,2,11,26,13031.34,211.61,8.16
3105,1,11,46,18063.45,211.96,7.84
3106,1,11,38,77547.67,211.96,7.84
3107,1,11,96,27824.48,211.96,7.84
3108,2,11,80,25892.67,211.61,8.16
3109,2,11,1,46198.84,211.61,8.16
3110,2,11,94,60536.13,211.61,8.16
3111,2,11,5,26202.38,211.61,8.16
3112,2,11,46,28243.11,211.61,8.16
3113,2,11,92,176196.52,211.61,8.16
3114,1,11,92,140504.41,211.96,7.84
3115,1,11,25,10713.05,211.96,7.84
3116,1,11,55,12562.60,211.96,7.84
3117,1,11,80,15412.29,211.96,7.84
3118,1,11,8,36182.58,211.96,7.84
3119,1,11,40,62762.19,211.96,7.84
3120,2,11,91,80115.03,211.61,8.16
3121,2,11,18,17527.96,211.61,8.16
3122,2,11,21,10925.31,211.61,8.16
3123,2,11,7,28729.55,211.61,8.16
3124,2,11,58,14348.00,211.61,8.16
3125,2,11,74,16277.41,211.61,8.16
3126,2,11,17,11907.92,211.61,8.16
3127,2,11,90,95325.15,211.61,8.16
3128,1,11,95,110332.92,211.96,7.84
3129,1,11,79,39589.08,211.96,7.84
3130,1,11,74,10107.00,211.96,7.84
3131,1,11,93,69542.18,211.96,7.84
3132,1,11,23,26416.48,211.96,7.84
3133,1,11,91,60344.73,211.96,7.84
3134,1,11,4,37980.55,211.96,7.84
3135,1,11,94,53352.96,211.96,7.84
3136,1,11,11,25063.26,211.96,7.84
3137,1,11,49,13601.15,211.96,7.84
3138,1,11,5,23903.81,211.96,7.84
3139,1,11,72,38960.78,211.96,7.84
3140,1,11,1,34238.88,211.96,7.84
3141,2,11,38,93640.72,211.61,8.16
3142,1,11,97,35669.19,211.96,7.84
3143,1,11,34,12338.25,211.96,7.84
3144,1,11,98,11084.68,211.96,7.84
3145,1,11,2,46381.43,211.96,7.84
3146,1,11,18,12033.61,211.96,7.84
3147,1,11,82,21850.85,211.96,7.84
3148,1,11,14,14092.03,211.96,7.84
3149,1,11,13,41085.66,211.96,7.84
3150,2,11,72,60029.24,211.61,8.16
3151,2,11,55,11058.59,211.61,8.16
3152,2,11,9,42709.43,211.61,8.16
3153,2,11,79,37991.52,211.61,8.16
3154,2,11,93,69874.95,211.61,8.16
3155,2,11,11,27897.88,211.61,8.16
3156,2,11,96,32397.60,211.61,8.16
3157,2,11,40,89291.66,211.61,8.16
3158,2,11,97,43241.51,211.61,8.16
3159,2,11,23,33387.80,211.61,8.16
3160,1,11,46,17690.36,212.00,7.84
3161,1,11,82,21473.78,212.00,7.84
3162,1,11,40,59117.63,212.00,7.84
3163,2,11,92,181296.56,211.66,8.16
3164,2,11,4,46147.80,211.66,8.16
3165,2,11,79,30830.95,211.66,8.16
3166,1,11,92,144909.63,212.00,7.84
3167,1,11,91,65468.22,212.00,7.84
3168,1,11,11,21880.47,212.00,7.84
3169,1,11,8,35527.64,212.00,7.84
3170,1,11,38,82395.79,212.00,7.84
3171,2,11,8,58246.78,211.66,8.16
3172,1,11,90,79428.80,212.00,7.84
3173,1,11,5,23698.89,212.00,7.84
3174,1,11,55,16218.90,212.00,7.84
3175,1,11,7,21019.70,212.00,7.84
3176,1,11,34,11137.40,212.00,7.84
3177,2,11,40,79677.32,211.66,8.16
3178,2,11,18,13540.66,211.66,8.16
3179,2,11,55,21322.82,211.66,8.16
3180,2,11,80,26873.79,211.66,8.16
3181,2,11,87,23895.98,211.66,8.16
3182,2,11,3,11819.73,211.66,8.16
3183,1,11,94,52564.16,212.00,7.84
3184,1,11,97,36255.13,212.00,7.84
3185,1,11,72,44777.94,212.00,7.84
3186,1,11,87,39369.00,212.00,7.84
3187,1,11,81,29813.66,212.00,7.84
3188,1,11,23,21370.42,212.00,7.84
3189,2,11,94,61147.66,211.66,8.16
3190,2,11,7,42628.64,211.66,8.16
3191,2,11,21,11716.35,211.66,8.16
3192,2,11,46,28005.97,211.66,8.16
3193,2,11,49,11679.70,211.66,8.16
3194,2,11,13,47466.21,211.66,8.16
3195,2,11,38,86125.25,211.66,8.16
3196,1,11,4,35008.03,212.00,7.84
3197,1,11,10,26288.47,212.00,7.84
3198,2,11,34,21076.80,211.66,8.16
3199,2,11,14,18895.40,211.66,8.16
3200,2,11,32,10628.44,211.66,8.16
3201,2,11,17,14651.57,211.66,8.16
3202,2,11,72,87396.07,211.66,8.16
3203,2,11,11,23387.77,211.66,8.16
3204,2,11,67,10271.06,211.66,8.16
3205,2,11,22,13571.25,211.66,8.16
3206,2,11,26,11809.66,211.66,8.16
3207,2,11,58,19025.00,211.66,8.16
3208,2,11,93,77372.72,211.66,8.16
3209,2,11,98,14412.97,211.66,8.16
3210,2,11,91,82141.03,211.66,8.16
3211,2,11,2,62367.28,211.66,8.16
3212,2,11,5,34141.84,211.66,8.16
3213,2,11,96,29131.51,211.66,8.16
3214,2,11,74,15464.50,211.66,8.16
3215,2,11,95,138127.34,211.66,8.16
3216,2,11,90,96785.87,211.66,8.16
3217,2,11,1,22794.09,211.66,8.16
3218,2,11,23,29464.48,211.66,8.16
3219,2,11,97,42851.69,211.66,8.16
3220,2,11,81,31553.54,211.66,8.16
3221,1,11,98,11433.30,212.00,7.84
3222,1,11,2,43194.49,212.00,7.84
3223,1,11,74,10447.25,212.00,7.84
3224,1,11,95,110209.31,212.00,7.84
3225,1,11,13,36817.35,212.00,7.84
3226,1,11,79,29531.38,212.00,7.84
3227,1,11,12,11313.89,212.00,7.84
3228,1,11,93,77214.95,212.00,7.84
3229,1,11,9,37167.49,212.00,7.84
3230,2,11,82,25118.51,211.66,8.16
3231,2,11,10,35013.43,211.66,8.16
3232,2,11,25,15578.51,211.66,8.16
3233,2,11,9,31133.41,211.66,8.16
3234,1,11,49,10234.34,212.00,7.84
3235,1,11,14,13837.16,212.00,7.84
3236,1,11,80,15510.94,212.00,7.84
