,Store_ID,Month,Dept,IsHoliday,Weekly_Sales,CPI,Unemployment
2435,1,10,11,0,16227.08,211.6719895,7.838
2436,1,10,98,0,10344.16,211.6719895,7.838
2438,1,10,93,0,58034.24,211.6719895,7.838
2440,1,10,14,0,12943.86,211.6719895,7.838
2441,1,10,87,0,46866.41,211.6719895,7.838
2444,1,10,40,0,58625.28,211.6719895,7.838
2447,1,10,10,0,29764.24,211.6719895,7.838
2454,1,10,55,0,10911.03,211.6719895,7.838
2455,1,10,82,0,20110.05,211.6719895,7.838
2456,1,10,38,0,112126.81,211.6719895,7.838
2457,1,10,97,0,32954.82,211.6719895,7.838
2458,1,10,72,0,39017.88,211.6719895,7.838
2459,1,10,74,0,10672.47,211.6719895,7.838
2461,1,10,2,0,45829.02,211.6719895,7.838
2463,1,10,94,0,56157.83,211.6719895,7.838
2467,1,10,13,0,40474.22,211.6719895,7.838
2470,1,10,8,0,34658.25,211.6719895,7.838
2472,1,10,81,0,28460.62,211.6719895,7.838
2473,1,10,7,0,16481.79,211.6719895,7.838
2474,1,10,5,0,23381.38,211.6719895,7.838
2475,1,10,9,0,44977.91,211.6719895,7.838
2476,1,10,90,0,73315.81,211.6719895,7.838
2478,1,10,80,0,15460.88,211.6719895,7.838
2479,1,10,95,0,113009.41,211.6719895,7.838
2483,1,10,4,0,34912.45,211.6719895,7.838
2486,1,10,96,0,27930.71,211.6719895,7.838
2488,1,10,1,0,23388.03,211.7467544,7.838
2489,1,10,25,0,10343.22,211.7467544,7.838
2491,1,10,91,0,68156.49,211.7467544,7.838
2493,1,10,98,0,11414.81,211.7467544,7.838
2494,1,10,92,0,138866.0,211.7467544,7.838
2495,1,10,17,0,10195.94,211.7467544,7.838
2496,1,10,11,0,19605.53,211.7467544,7.838
2497,1,10,49,0,10103.94,211.7467544,7.838
2498,1,10,34,0,10845.93,211.7467544,7.838
2499,1,10,10,0,30734.05,211.7467544,7.838
2503,1,10,87,0,42895.54,211.7467544,7.838
2505,1,10,82,0,22254.42,211.7467544,7.838
2506,1,10,46,0,18378.25,211.7467544,7.838
2507,1,10,12,0,11883.66,211.7467544,7.838
2511,1,10,3,0,10081.8,211.7467544,7.838
2512,1,10,97,0,37839.71,211.7467544,7.838
2516,1,10,72,0,30051.47,211.7467544,7.838
2518,1,10,9,0,35836.59,211.7467544,7.838
2519,1,10,23,0,22280.97,211.7467544,7.838
2524,1,10,79,0,37770.25,211.7467544,7.838
2525,1,10,40,0,59429.87,211.7467544,7.838
2526,1,10,94,0,60790.29,211.7467544,7.838
2527,1,10,93,0,73532.13,211.7467544,7.838
2529,1,10,13,0,42139.25,211.7467544,7.838
2531,1,10,14,0,12108.86,211.7467544,7.838
2533,1,10,26,0,10543.31,211.7467544,7.838
2537,1,10,55,0,10294.64,211.7467544,7.838
2538,1,10,8,0,35966.67,211.7467544,7.838
2539,1,10,90,0,78810.39,211.7467544,7.838
2541,1,10,7,0,16350.96,211.7467544,7.838
2543,1,10,38,0,73963.61,211.7467544,7.838
2544,1,10,16,0,11501.93,211.7467544,7.838
2546,1,10,2,0,46387.54,211.7467544,7.838
2551,1,10,4,0,35772.82,211.7467544,7.838
2553,1,10,5,0,19853.57,211.7467544,7.838
2556,1,10,95,0,120764.22,211.7467544,7.838
2557,1,10,80,0,16474.09,211.7467544,7.838
2558,1,10,81,0,29979.34,211.7467544,7.838
2559,1,10,96,0,25795.25,211.7467544,7.838
2560,1,10,92,0,133453.67,211.8137436,7.838
2562,1,10,49,0,11173.48,211.8137436,7.838
2564,1,10,12,0,11031.93,211.8137436,7.838
2569,1,10,98,0,11695.24,211.8137436,7.838
2571,1,10,9,0,32288.91,211.8137436,7.838
2573,1,10,46,0,16713.94,211.8137436,7.838
2574,1,10,87,0,35440.08,211.8137436,7.838
2577,1,10,82,0,21079.88,211.8137436,7.838
2579,1,10,11,0,17361.19,211.8137436,7.838
2581,1,10,1,0,26978.34,211.8137436,7.838
2585,1,10,72,0,32775.14,211.8137436,7.838
2589,1,10,91,0,67012.06,211.8137436,7.838
2592,1,10,14,0,13215.64,211.8137436,7.838
2597,1,10,8,0,33747.68,211.8137436,7.838
2599,1,10,97,0,38436.02,211.8137436,7.838
2600,1,10,13,0,38749.62,211.8137436,7.838
2605,1,10,2,0,43110.79,211.8137436,7.838
2606,1,10,40,0,55682.39,211.8137436,7.838
2607,1,10,94,0,59131.49,211.8137436,7.838
2608,1,10,55,0,10663.59,211.8137436,7.838
2609,1,10,7,0,16296.65,211.8137436,7.838
2610,1,10,38,0,73027.2,211.8137436,7.838
2615,1,10,23,0,17717.02,211.8137436,7.838
2617,1,10,80,0,17350.62,211.8137436,7.838
2618,1,10,93,0,72397.15,211.8137436,7.838
2619,1,10,79,0,29799.61,211.8137436,7.838
2620,1,10,81,0,30490.19,211.8137436,7.838
2621,1,10,96,0,31226.99,211.8137436,7.838
2624,1,10,16,0,11526.6,211.8137436,7.838
2625,1,10,10,0,30847.4,211.8137436,7.838
2626,1,10,4,0,34693.27,211.8137436,7.838
2627,1,10,5,0,20443.05,211.8137436,7.838
2629,1,10,95,0,123510.99,211.8137436,7.838
2632,1,10,90,0,78665.06,211.8137436,7.838
2633,1,10,92,0,115463.1,211.8612937,7.838
2634,1,10,49,0,10345.97,211.8612937,7.838
2635,1,10,91,0,55953.41,211.8612937,7.838
2638,1,10,9,0,30302.47,211.8612937,7.838
2640,1,10,72,0,34301.02,211.8612937,7.838
2642,1,10,82,0,20808.34,211.8612937,7.838
2643,1,10,97,0,32393.82,211.8612937,7.838
2646,1,10,98,0,11710.03,211.8612937,7.838
2647,1,10,12,0,11604.42,211.8612937,7.838
2651,1,10,87,0,37976.64,211.8612937,7.838
2653,1,10,1,0,25543.04,211.8612937,7.838
2655,1,10,23,0,17609.38,211.8612937,7.838
2658,1,10,11,0,16165.56,211.8612937,7.838
2660,1,10,46,0,16832.19,211.8612937,7.838
2662,1,10,7,0,15395.27,211.8612937,7.838
2663,1,10,13,0,34712.4,211.8612937,7.838
2664,1,10,8,0,32659.74,211.8612937,7.838
2672,1,10,5,0,19525.85,211.8612937,7.838
2677,1,10,2,0,42371.48,211.8612937,7.838
2678,1,10,14,0,11895.44,211.8612937,7.838
2680,1,10,80,0,14968.65,211.8612937,7.838
2681,1,10,81,0,27483.45,211.8612937,7.838
2682,1,10,79,0,28439.7,211.8612937,7.838
2685,1,10,93,0,58959.85,211.8612937,7.838
2687,1,10,38,0,71814.32,211.8612937,7.838
2688,1,10,94,0,53704.97,211.8612937,7.838
2689,1,10,55,0,10390.81,211.8612937,7.838
2690,1,10,10,0,26805.78,211.8612937,7.838
2692,1,10,90,0,69060.72,211.8612937,7.838
2693,1,10,40,0,54444.19,211.8612937,7.838
2699,1,10,4,0,32902.26,211.8612937,7.838
2702,1,10,95,0,110052.15,211.8612937,7.838
2703,1,10,96,0,31057.77,211.8612937,7.838
2706,1,10,11,0,18038.28,211.9088438,7.838
2709,1,10,72,0,34596.86,211.9088438,7.838
2717,1,10,82,0,20957.34,211.9088438,7.838
2718,1,10,92,0,116370.47,211.9088438,7.838
2720,1,10,7,0,17598.98,211.9088438,7.838
2722,1,10,87,0,40137.15,211.9088438,7.838
2725,1,10,97,0,32281.74,211.9088438,7.838
2728,1,10,98,0,12769.66,211.9088438,7.838
2731,1,10,1,0,38640.93,211.9088438,7.838
2732,1,10,79,0,25548.97,211.9088438,7.838
2734,1,10,9,0,31330.47,211.9088438,7.838
2735,1,10,8,0,34917.77,211.9088438,7.838
2736,1,10,5,0,16377.46,211.9088438,7.838
2737,1,10,46,0,16666.41,211.9088438,7.838
2739,1,10,81,0,27408.24,211.9088438,7.838
2740,1,10,13,0,37762.12,211.9088438,7.838
2743,1,10,4,0,35202.44,211.9088438,7.838
2745,1,10,2,0,44081.33,211.9088438,7.838
2746,1,10,14,0,11955.77,211.9088438,7.838
2747,1,10,18,0,22455.8,211.9088438,7.838
2750,1,10,23,0,19134.38,211.9088438,7.838
2754,1,10,25,0,10949.11,211.9088438,7.838
2755,1,10,38,0,70733.35,211.9088438,7.838
2756,1,10,80,0,15570.63,211.9088438,7.838
2757,1,10,91,0,54154.79,211.9088438,7.838
2759,1,10,90,0,70851.19,211.9088438,7.838
2760,1,10,93,0,56830.05,211.9088438,7.838
2763,1,10,55,0,13129.49,211.9088438,7.838
2766,1,10,94,0,54463.34,211.9088438,7.838
2767,1,10,40,0,55868.01,211.9088438,7.838
2772,1,10,10,0,25464.1,211.9088438,7.838
2773,1,10,96,0,27262.22,211.9088438,7.838
2775,1,10,95,0,105793.4,211.9088438,7.838
2778,1,11,72,0,38960.78,211.9563939,7.838
2780,1,11,9,0,48794.36,211.9563939,7.838
2781,1,11,92,0,140504.41,211.9563939,7.838
2782,1,11,97,0,35669.19,211.9563939,7.838
2785,1,11,87,0,53902.35,211.9563939,7.838
2787,1,11,7,0,19136.58,211.9563939,7.838
2790,1,11,13,0,41085.66,211.9563939,7.838
2793,1,11,5,0,23903.81,211.9563939,7.838
2798,1,11,34,0,12338.25,211.9563939,7.838
2799,1,11,1,0,34238.88,211.9563939,7.838
2802,1,11,25,0,10713.05,211.9563939,7.838
2803,1,11,49,0,13601.15,211.9563939,7.838
2804,1,11,14,0,14092.03,211.9563939,7.838
2805,1,11,4,0,37980.55,211.9563939,7.838
2807,1,11,82,0,21850.85,211.9563939,7.838
2810,1,11,46,0,18063.45,211.9563939,7.838
2813,1,11,38,0,77547.67,211.9563939,7.838
2814,1,11,90,0,77903.38,211.9563939,7.838
2815,1,11,81,0,28962.33,211.9563939,7.838
2820,1,11,98,0,11084.68,211.9563939,7.838
2821,1,11,79,0,39589.08,211.9563939,7.838
2823,1,11,55,0,12562.6,211.9563939,7.838
2824,1,11,80,0,15412.29,211.9563939,7.838
2825,1,11,91,0,60344.73,211.9563939,7.838
2828,1,11,18,0,12033.61,211.9563939,7.838
2829,1,11,8,0,36182.58,211.9563939,7.838
2830,1,11,11,0,25063.26,211.9563939,7.838
2834,1,11,2,0,46381.43,211.9563939,7.838
2835,1,11,23,0,26416.48,211.9563939,7.838
2838,1,11,93,0,69542.18,211.9563939,7.838
2839,1,11,10,0,31543.83,211.9563939,7.838
2840,1,11,74,0,10107.0,211.9563939,7.838
2842,1,11,96,0,27824.48,211.9563939,7.838
2843,1,11,94,0,53352.96,211.9563939,7.838
2845,1,11,95,0,110332.92,211.9563939,7.838
2847,1,11,40,0,62762.19,211.9563939,7.838
2851,1,11,13,0,36817.35,212.003944,7.838
2853,1,11,87,0,39369.0,212.003944,7.838
2854,1,11,79,0,29531.38,212.003944,7.838
2855,1,11,92,0,144909.63,212.003944,7.838
2856,1,11,34,0,11137.4,212.003944,7.838
2860,1,11,12,0,11313.89,212.003944,7.838
2866,1,11,72,0,44777.94,212.003944,7.838
2868,1,11,46,0,17690.36,212.003944,7.838
2869,1,11,1,0,19549.39,212.003944,7.838
2870,1,11,7,0,21019.7,212.003944,7.838
2871,1,11,97,0,36255.13,212.003944,7.838
2875,1,11,98,0,11433.3,212.003944,7.838
2877,1,11,55,0,16218.9,212.003944,7.838
2879,1,11,93,0,77214.95,212.003944,7.838
2880,1,11,82,0,21473.78,212.003944,7.838
2882,1,11,94,0,52564.16,212.003944,7.838
2883,1,11,9,0,37167.49,212.003944,7.838
2886,1,11,91,0,65468.22,212.003944,7.838
2887,1,11,11,0,21880.47,212.003944,7.838
2888,1,11,81,0,29813.66,212.003944,7.838
2889,1,11,5,0,23698.89,212.003944,7.838
2890,1,11,49,0,10234.34,212.003944,7.838
2891,1,11,8,0,35527.64,212.003944,7.838
2893,1,11,2,0,43194.49,212.003944,7.838
2895,1,11,14,0,13837.16,212.003944,7.838
2896,1,11,10,0,26288.47,212.003944,7.838
2902,1,11,23,0,21370.42,212.003944,7.838
2906,1,11,4,0,35008.03,212.003944,7.838
2908,1,11,80,0,15510.94,212.003944,7.838
2912,1,11,90,0,79428.8,212.003944,7.838
2914,1,11,96,0,28019.2,212.003944,7.838
2915,1,11,38,0,82395.79,212.003944,7.838
2919,1,11,40,0,59117.63,212.003944,7.838
2920,1,11,74,0,10447.25,212.003944,7.838
2922,1,11,95,0,110209.31,212.003944,7.838
2924,1,11,93,0,79474.21,211.8896737,7.838
2925,1,11,92,0,157621.22,211.8896737,7.838
2926,1,11,13,0,38446.26,211.8896737,7.838
2928,1,11,87,0,34043.14,211.8896737,7.838
2931,1,11,49,0,10675.61,211.8896737,7.838
2932,1,11,18,0,15020.49,211.8896737,7.838
2933,1,11,72,0,32072.93,211.8896737,7.838
2934,1,11,46,0,16465.14,211.8896737,7.838
2935,1,11,2,0,41443.25,211.8896737,7.838
2940,1,11,17,0,10086.41,211.8896737,7.838
2941,1,11,82,0,20964.18,211.8896737,7.838
2943,1,11,1,0,19552.84,211.8896737,7.838
2945,1,11,11,0,23243.67,211.8896737,7.838
2946,1,11,55,0,15807.45,211.8896737,7.838
2948,1,11,4,0,37078.61,211.8896737,7.838
2952,1,11,79,0,28073.27,211.8896737,7.838
2953,1,11,34,0,10469.5,211.8896737,7.838
2955,1,11,91,0,62166.33,211.8896737,7.838
2957,1,11,7,0,24313.72,211.8896737,7.838
2959,1,11,8,0,35759.26,211.8896737,7.838
2960,1,11,38,0,73121.25,211.8896737,7.838
2961,1,11,10,0,26066.48,211.8896737,7.838
2962,1,11,96,0,24137.46,211.8896737,7.838
2963,1,11,94,0,55213.82,211.8896737,7.838
2965,1,11,9,0,27561.57,211.8896737,7.838
2967,1,11,90,0,81642.89,211.8896737,7.838
2971,1,11,81,0,29383.02,211.8896737,7.838
2976,1,11,95,0,107544.02,211.8896737,7.838
2979,1,11,97,0,34756.36,211.8896737,7.838
2983,1,11,80,0,16193.03,211.8896737,7.838
2984,1,11,98,0,14059.26,211.8896737,7.838
2985,1,11,23,0,23106.93,211.8896737,7.838
2986,1,11,40,0,58214.46,211.8896737,7.838
2987,1,11,14,0,19788.98,211.8896737,7.838
2990,1,11,5,0,24716.49,211.8896737,7.838
2999,1,11,55,1,32756.5,211.7484333,7.838
3000,1,11,33,1,10290.44,211.7484333,7.838
3001,1,11,1,1,18820.29,211.7484333,7.838
3002,1,11,3,1,10706.81,211.7484333,7.838
3003,1,11,46,1,18640.46,211.7484333,7.838
3004,1,11,18,1,33967.24,211.7484333,7.838
3006,1,11,2,1,45681.98,211.7484333,7.838
3008,1,11,38,1,55973.77,211.7484333,7.838
3009,1,11,93,1,81660.77,211.7484333,7.838
3010,1,11,11,1,30865.64,211.7484333,7.838
3011,1,11,9,1,44504.17,211.7484333,7.838
3013,1,11,17,1,13337.59,211.7484333,7.838
3016,1,11,8,1,34099.53,211.7484333,7.838
3018,1,11,4,1,46201.27,211.7484333,7.838
3019,1,11,6,1,20163.69,211.7484333,7.838
3020,1,11,72,1,196810.42,211.7484333,7.838
3022,1,11,82,1,24770.41,211.7484333,7.838
3023,1,11,90,1,91012.78,211.7484333,7.838
3024,1,11,22,1,15769.67,211.7484333,7.838
3025,1,11,97,1,28754.58,211.7484333,7.838
3026,1,11,92,1,170904.79,211.7484333,7.838
3027,1,11,74,1,19282.0,211.7484333,7.838
3030,1,11,95,1,106015.41,211.7484333,7.838
3041,1,11,81,1,30448.4,211.7484333,7.838
3042,1,11,96,1,34927.63,211.7484333,7.838
3044,1,11,26,1,11918.3,211.7484333,7.838
3045,1,11,94,1,61809.29,211.7484333,7.838
3046,1,11,13,1,38371.99,211.7484333,7.838
3047,1,11,79,1,29147.2,211.7484333,7.838
3048,1,11,24,1,11915.5,211.7484333,7.838
3049,1,11,5,1,70158.86,211.7484333,7.838
3050,1,11,34,1,17295.5,211.7484333,7.838
3051,1,11,32,1,10593.12,211.7484333,7.838
3052,1,11,7,1,72635.06,211.7484333,7.838
3055,1,11,80,1,16373.34,211.7484333,7.838
3056,1,11,98,1,17693.74,211.7484333,7.838
3057,1,11,10,1,31090.69,211.7484333,7.838
3060,1,11,87,1,40817.18,211.7484333,7.838
3062,1,11,23,1,33328.17,211.7484333,7.838
3063,1,11,25,1,11504.57,211.7484333,7.838
3064,1,11,14,1,38256.98,211.7484333,7.838
3065,1,11,91,1,57154.78,211.7484333,7.838
3066,1,11,40,1,56333.22,211.7484333,7.838
3067,1,12,8,0,36222.74,211.607193,7.838
3072,1,12,79,0,32861.33,211.607193,7.838
3075,1,12,95,0,100834.31,211.607193,7.838
3083,1,12,5,0,36472.02,211.607193,7.838
3084,1,12,49,0,10253.73,211.607193,7.838
3086,1,12,2,0,44405.02,211.607193,7.838
3087,1,12,93,0,56070.53,211.607193,7.838
3088,1,12,3,0,10856.85,211.607193,7.838
3089,1,12,17,0,11045.34,211.607193,7.838
3090,1,12,97,0,30659.4,211.607193,7.838
3091,1,12,11,0,29564.78,211.607193,7.838
3094,1,12,92,0,119421.7,211.607193,7.838
3096,1,12,98,0,10262.38,211.607193,7.838
3097,1,12,96,0,23153.17,211.607193,7.838
3100,1,12,38,0,87338.34,211.607193,7.838
3101,1,12,13,0,36170.88,211.607193,7.838
3102,1,12,82,0,25685.14,211.607193,7.838
3103,1,12,4,0,37110.55,211.607193,7.838
3104,1,12,94,0,45989.26,211.607193,7.838
3106,1,12,1,0,22517.56,211.607193,7.838
3108,1,12,7,0,47406.83,211.607193,7.838
3109,1,12,81,0,26820.53,211.607193,7.838
3114,1,12,72,0,54268.03,211.607193,7.838
3115,1,12,40,0,63116.31,211.607193,7.838
3117,1,12,90,0,73277.05,211.607193,7.838
3118,1,12,10,0,26558.42,211.607193,7.838
3119,1,12,87,0,52678.88,211.607193,7.838
3120,1,12,55,0,18661.25,211.607193,7.838
3121,1,12,18,0,53845.12,211.607193,7.838
3122,1,12,34,0,11624.3,211.607193,7.838
3123,1,12,25,0,10536.65,211.607193,7.838
3125,1,12,46,0,18473.14,211.607193,7.838
3128,1,12,9,0,21979.41,211.607193,7.838
3129,1,12,80,0,13560.2,211.607193,7.838
3131,1,12,23,0,24834.59,211.607193,7.838
3133,1,12,91,0,51969.94,211.607193,7.838
3137,1,12,14,0,17685.93,211.607193,7.838
3141,1,12,32,0,12927.02,211.4659526,7.838
3142,1,12,92,0,145313.14,211.4659526,7.838
3144,1,12,79,0,33269.22,211.4659526,7.838
3146,1,12,95,0,111384.36,211.4659526,7.838
3149,1,12,1,0,31497.65,211.4659526,7.838
3150,1,12,22,0,12258.11,211.4659526,7.838
3154,1,12,7,0,63896.89,211.4659526,7.838
3155,1,12,72,0,44605.69,211.4659526,7.838
3156,1,12,82,0,29846.11,211.4659526,7.838
3157,1,12,97,0,36498.68,211.4659526,7.838
3159,1,12,14,0,19587.66,211.4659526,7.838
3162,1,12,18,0,47266.75,211.4659526,7.838
3165,1,12,49,0,11294.51,211.4659526,7.838
3167,1,12,96,0,26809.63,211.4659526,7.838
3168,1,12,93,0,72089.33,211.4659526,7.838
3171,1,12,94,0,50531.16,211.4659526,7.838
3172,1,12,87,0,45843.52,211.4659526,7.838
3173,1,12,9,0,26639.65,211.4659526,7.838
3174,1,12,3,0,11219.78,211.4659526,7.838
3176,1,12,34,0,12446.8,211.4659526,7.838
3177,1,12,5,0,49517.17,211.4659526,7.838
3178,1,12,98,0,14341.46,211.4659526,7.838
3181,1,12,2,0,46955.82,211.4659526,7.838
3182,1,12,38,0,69386.52,211.4659526,7.838
3183,1,12,40,0,60654.17,211.4659526,7.838
3184,1,12,11,0,27581.07,211.4659526,7.838
3189,1,12,91,0,63496.85,211.4659526,7.838
3190,1,12,25,0,11086.99,211.4659526,7.838
3192,1,12,55,0,20224.52,211.4659526,7.838
3193,1,12,24,0,10646.0,211.4659526,7.838
3195,1,12,8,0,35188.54,211.4659526,7.838
3197,1,12,17,0,11917.53,211.4659526,7.838
3198,1,12,13,0,34749.11,211.4659526,7.838
3199,1,12,4,0,36364.31,211.4659526,7.838
3200,1,12,10,0,28569.66,211.4659526,7.838
3202,1,12,80,0,17072.7,211.4659526,7.838
3203,1,12,81,0,28246.47,211.4659526,7.838
3204,1,12,23,0,31241.47,211.4659526,7.838
3205,1,12,46,0,22154.5,211.4659526,7.838
3207,1,12,90,0,79620.55,211.4659526,7.838
3209,1,12,92,0,156941.48,211.4053124,7.838
3210,1,12,98,0,18101.81,211.4053124,7.838
3211,1,12,32,0,20124.62,211.4053124,7.838
3212,1,12,74,0,10331.13,211.4053124,7.838
3214,1,12,25,0,12313.4,211.4053124,7.838
3215,1,12,67,0,11790.19,211.4053124,7.838
3216,1,12,5,0,59589.48,211.4053124,7.838
3218,1,12,21,0,10135.43,211.4053124,7.838
3220,1,12,22,0,13589.23,211.4053124,7.838
3221,1,12,95,0,116521.67,211.4053124,7.838
3222,1,12,1,0,44912.86,211.4053124,7.838
3223,1,12,72,0,67832.13,211.4053124,7.838
3225,1,12,33,0,11557.72,211.4053124,7.838
3227,1,12,79,0,31340.51,211.4053124,7.838
3228,1,12,3,0,11986.84,211.4053124,7.838
3229,1,12,7,0,96198.12,211.4053124,7.838
3230,1,12,81,0,28357.4,211.4053124,7.838
3232,1,12,55,0,29029.83,211.4053124,7.838
3233,1,12,6,0,12078.11,211.4053124,7.838
3237,1,12,40,0,62733.74,211.4053124,7.838
3239,1,12,2,0,49303.28,211.4053124,7.838
3240,1,12,13,0,35237.93,211.4053124,7.838
3241,1,12,18,0,35120.62,211.4053124,7.838
3243,1,12,91,0,62562.19,211.4053124,7.838
3247,1,12,49,0,10481.37,211.4053124,7.838
3250,1,12,87,0,41179.88,211.4053124,7.838
3252,1,12,82,0,41964.81,211.4053124,7.838
3253,1,12,34,0,13940.0,211.4053124,7.838
3254,1,12,46,0,31913.56,211.4053124,7.838
3255,1,12,14,0,28642.28,211.4053124,7.838
3256,1,12,11,0,28597.5,211.4053124,7.838
3258,1,12,24,0,13318.9,211.4053124,7.838
3259,1,12,8,0,36961.11,211.4053124,7.838
3260,1,12,93,0,75554.92,211.4053124,7.838
3261,1,12,94,0,54141.38,211.4053124,7.838
3262,1,12,23,0,40193.56,211.4053124,7.838
3263,1,12,17,0,13487.5,211.4053124,7.838
3265,1,12,9,0,28716.62,211.4053124,7.838
3266,1,12,38,0,81069.74,211.4053124,7.838
3267,1,12,26,0,10671.46,211.4053124,7.838
3272,1,12,4,0,39154.41,211.4053124,7.838
3273,1,12,90,0,84609.75,211.4053124,7.838
3274,1,12,97,0,35614.14,211.4053124,7.838
3276,1,12,10,0,28609.0,211.4053124,7.838
3278,1,12,5,0,85676.09,211.4051222,7.838
3280,1,12,7,0,166697.72,211.4051222,7.838
3282,1,12,98,0,16795.07,211.4051222,7.838
3283,1,12,91,0,63569.52,211.4051222,7.838
3285,1,12,25,0,17880.04,211.4051222,7.838
3286,1,12,81,0,31165.18,211.4051222,7.838
3287,1,12,72,0,121470.12,211.4051222,7.838
3288,1,12,32,0,43995.62,211.4051222,7.838
3289,1,12,8,0,41864.0,211.4051222,7.838
3290,1,12,21,0,12446.93,211.4051222,7.838
3291,1,12,55,0,48876.91,211.4051222,7.838
3293,1,12,23,0,62381.0,211.4051222,7.838
3294,1,12,22,0,19256.51,211.4051222,7.838
3297,1,12,26,0,14479.39,211.4051222,7.838
3298,1,12,79,0,33497.1,211.4051222,7.838
3300,1,12,97,0,40058.17,211.4051222,7.838
3301,1,12,11,0,32696.55,211.4051222,7.838
3303,1,12,34,0,17933.0,211.4051222,7.838
3304,1,12,18,0,22403.61,211.4051222,7.838
3309,1,12,94,0,68231.85,211.4051222,7.838
3311,1,12,3,0,12080.36,211.4051222,7.838
3312,1,12,38,0,57718.48,211.4051222,7.838
3315,1,12,33,0,13832.52,211.4051222,7.838
3316,1,12,40,0,67450.08,211.4051222,7.838
3317,1,12,14,0,47983.72,211.4051222,7.838
3318,1,12,2,0,59889.32,211.4051222,7.838
3319,1,12,24,0,15366.58,211.4051222,7.838
3320,1,12,29,0,14065.97,211.4051222,7.838
3321,1,12,92,0,181376.38,211.4051222,7.838
3322,1,12,59,0,18016.74,211.4051222,7.838
3323,1,12,74,0,16702.92,211.4051222,7.838
3324,1,12,13,0,37099.47,211.4051222,7.838
3329,1,12,9,0,47275.64,211.4051222,7.838
3332,1,12,10,0,31325.61,211.4051222,7.838
3334,1,12,82,0,63787.12,211.4051222,7.838
3335,1,12,87,0,49414.27,211.4051222,7.838
3336,1,12,67,0,15014.06,211.4051222,7.838
3337,1,12,93,0,85323.12,211.4051222,7.838
3338,1,12,17,0,19842.0,211.4051222,7.838
3339,1,12,46,0,54830.17,211.4051222,7.838
3340,1,12,4,0,47893.23,211.4051222,7.838
3341,1,12,6,0,28497.52,211.4051222,7.838
3344,1,12,80,0,19131.59,211.4051222,7.838
3345,1,12,96,0,34848.46,211.4051222,7.838
3346,1,12,90,0,103958.12,211.4051222,7.838
3348,1,12,95,0,121695.13,211.4051222,7.838
3349,1,12,81,1,24041.67,211.4049321,7.838
3350,1,12,91,1,49945.36,211.4049321,7.838
3353,1,12,7,1,27433.06,211.4049321,7.838
3356,1,12,5,1,32280.82,211.4049321,7.838
3358,1,12,55,1,22366.22,211.4049321,7.838
3361,1,12,18,1,20783.04,211.4049321,7.838
3362,1,12,23,1,18054.72,211.4049321,7.838
3365,1,12,9,1,22884.84,211.4049321,7.838
3369,1,12,1,1,19124.58,211.4049321,7.838
3370,1,12,8,1,32751.73,211.4049321,7.838
3371,1,12,22,1,11551.12,211.4049321,7.838
3372,1,12,11,1,22443.1,211.4049321,7.838
3375,1,12,97,1,28591.28,211.4049321,7.838
3381,1,12,72,1,47448.91,211.4049321,7.838
3382,1,12,79,1,24738.86,211.4049321,7.838
3385,1,12,40,1,58568.16,211.4049321,7.838
3386,1,12,82,1,23820.76,211.4049321,7.838
3387,1,12,13,1,34081.52,211.4049321,7.838
3388,1,12,4,1,36913.8,211.4049321,7.838
3390,1,12,90,1,68273.31,211.4049321,7.838
3392,1,12,94,1,47135.72,211.4049321,7.838
3394,1,12,17,1,10429.16,211.4049321,7.838
3395,1,12,38,1,67182.76,211.4049321,7.838
3397,1,12,14,1,21835.25,211.4049321,7.838
3400,1,12,2,1,35819.83,211.4049321,7.838
3403,1,12,80,1,14170.58,211.4049321,7.838
3405,1,12,93,1,56721.18,211.4049321,7.838
3407,1,12,87,1,42034.83,211.4049321,7.838
3408,1,12,95,1,93676.95,211.4049321,7.838
3409,1,12,74,1,15132.59,211.4049321,7.838
3413,1,12,10,1,25764.32,211.4049321,7.838
3417,1,12,92,1,106205.58,211.4049321,7.838
3418,1,12,46,1,24323.2,211.4049321,7.838
3419,1,12,96,1,32416.67,211.4049321,7.838
3423,1,1,7,0,17516.16,211.4047419,7.742
3424,1,1,5,0,22699.69,211.4047419,7.742
3426,1,1,81,0,27932.0,211.4047419,7.742
3428,1,1,55,0,13296.99,211.4047419,7.742
3429,1,1,11,0,22496.85,211.4047419,7.742
3433,1,1,97,0,35362.9,211.4047419,7.742
3434,1,1,23,0,16955.3,211.4047419,7.742
3435,1,1,72,0,42581.15,211.4047419,7.742
3440,1,1,14,0,17744.78,211.4047419,7.742
3441,1,1,91,0,66465.54,211.4047419,7.742
3443,1,1,92,0,137438.84,211.4047419,7.742
3446,1,1,49,0,12627.13,211.4047419,7.742
3451,1,1,79,0,39984.6,211.4047419,7.742
3452,1,1,40,0,63517.55,211.4047419,7.742
3457,1,1,8,0,36599.46,211.4047419,7.742
3458,1,1,74,0,14345.74,211.4047419,7.742
3459,1,1,9,0,16131.88,211.4047419,7.742
3461,1,1,3,0,15808.15,211.4047419,7.742
3462,1,1,13,0,39764.56,211.4047419,7.742
3463,1,1,46,0,17391.06,211.4047419,7.742
3467,1,1,38,0,85242.8,211.4047419,7.742
3470,1,1,96,0,19419.74,211.4047419,7.742
3471,1,1,1,0,15984.24,211.4047419,7.742
3472,1,1,93,0,72231.45,211.4047419,7.742
